text,toxic
"assim como o governador rui costa ( parte - aba ) , paloma rocha , uma das filhas de glauber rocha , cancelou participado na inaugurado do aeroporto a obra leva o nome do cineasta . ( folha )",0
quando eu vou para vil kkk,0
a gripe me achou puta que pariu,1
retweeet vai tomar no cu te pirando com esse jogo,1
toda vez que esse video passa na minha timeline eu sou obrigada a ver inteiro e eu começo a rir sempre,0
"[ ] astro anu lacraram [ ] monais mandado para a casa de campo da família no interior , longe das farras e confusões . tudo era um tédio , exceto pelo rapaz que trabalhava para a família , lee , que acabou lhe chamando a atendo . hashtag hashtag hashtag",0
"o bagulho andar com uma faca , faz um bagulho desses já passa a faca no pescoço",1
abandonei moon louves drama ruim do caralho,1
pode nem chamar o firmo de viado que ele já quer me bater kkk,1
retweeet eu sou : gay otero bi muito feio,0
sim verdades de jesus,0
sport o bávara tem uma oferta oficial por philippe coutinho na mesa . o jogador est ciente disso . ' coutinho ' gostaria de regressar premier league .,0
dormi demais puta que pariu,1
boia o prego do lanche puta que pariu,0
prove sua inteligência : me diga onde foi que o socialismo e o comunismo deram certo ? .,0
cone caralho,1
"eu sou fraca pela solar , caralho ploooccc",0
kkk se passou feia,1
retweeet como se fosse possível a cada dia eu fico mais feia,0
"retweeet bota lona , agita essa porra kkk vocês so demais",1
mano eu tenho inglês depois do horário agora te muito puto,0
"aumentar o efetivo da hashtag primordial diante beira de um caos na correição publica ! bis ao invés de estar cuidando da correição da popular , fazendo custodia de presos em viaturas !",0
comam lixo e bebam álcool crianças o que mata o amor,0
vai poder financiar os contratos de veículos ? contratos com mais de um a o de inadimplência ? poder financiar para ter credito novamente ?,0
"lime lambeu de nome ao estádio da franquia green bay broncos ! e no episodio histérico dessa semana , viemos contar um pouco sobre ele ! aperta o play e vem com a gente ! spotify : hashtag hashtag",0
vocês no tem me no porra ?,1
como vocês conseguem tomar skol puta que pariu fraca demais,0
"caralho , vamos pra quico porra hashtag",1
tem que degolar o hashtag,0
retweeet embalados e emocionadas lixo !,1
você deve estar com uma dor de cotovelo tremenda hein seu babaca kkk brasil acima de tudo e deus acima todos hashtag,1
kkk melhor post que já vi na vida,0
uma voz dentro de mim está gritando vai idiota a outra voz diz calma minha fia no se afoba no,0
te fazendo diagnose para entrar,0
te quase falando pro meu amigo esquecer do corre e enfiar a minha parte no cu,1
não sabia que eu podia ficar estão triste com um bagulho estão idiota mas caralho eu to muita puta e muita triste com isso,1
"retweeet pior na padaria , quando o pô te quentinho e a fila no anda . você fica esperando enquanto o pô esfria .",0
prioridades não kkk,0
porra te passando mal para caralho que saco,1
hoje está sendo um puta teste de paciência,0
rindo demais da joyce me contando que quase mandou o osório tomar no cu kkk lembrei logo da mauri e da camila,1
"meu deus , se eu fosse cantora queria fazer parcerias sim com duas empresas : plataforma e drogarias so paulo . seria surra de bolsas e dermocosmticos .",0
carregado de bebida e fumo para logo,0
digo que eu sim tomo no cu kkk,1
pelo menos comeu . eu at agora nada de nada,0
"retweeet quando ramos crianças , chorávamos bem alto para chamar a atendo . hoje , choramos bem baixinho para no ter que explicar",0
dodge enquadra o supremo . e coloca mordaça no supremo .,0
aposto que coisa de carioca ou de paulista porque porra sim a gente pra fazer essas merdas,1
quem curtir você manda pop na dm ? ! ninguém vai curtir mas ok,0
tem raso ! na próxima pego um print e apago o arroba dele .,0
kkk vence que abisso,1
"não sei o que ele disse da balada e das minas para mim , eu falei assim "" eu sou uma mina sou melhor que você e você vai me respeitar , agora abaixa a sua amor pra falar comigo , você vai falar comigo assim com a amor abaixada ok ? "" kkk ele ficou caladinho puta que pariu o auge",0
quem foi a maior contrata-o do futebol brasileiro ?,0
falta de boceta,1
muita escroto kk,1
cai em tudo quanto for ergo publico que deu prejuízo nesse pás ! algum ganhou com isso ! o povo que no foi !,0
"quando conhecemos a verdade ( jesus ) verdadeiramente . no hoje situares , pessoas , engano . nada pode me separar do amor que encontrei em jesus . e conhecerão a verdade , e a verdade os libertar . ( soo , number , number ) uma vez liberto no volto mais pra escravidão .",0
retweeet imagina essa porra toda na sua cara ? comentem qual o próximo vídeo que vocês querem que eu faca rastro,1
"a única diferença que no lugar dos beijinho "" sai daqui gabriel que caralho no da pra faze nada vaza no vê que to com uma faca na amor no pensa que posso me corta """,0
ai puta que pariu o professor que vai lecionar esse semestre me intimida muito,1
porra pega essa mega resenha da tami,0
enchi o cu de suco de maracujá e agora vou dormir,1
"já era assim , isso no formato suo nem a pau kkk",0
to to triste ser que algum poderia me levar pra um show do jack & jack ?,0
"porra , ser que no vai ter mais cervejada ?",0
que aflijo da porra,0
você linda demais mano que inferno,0
amei kkk,0
que tabaco da porra,1
sim filho da puta,1
sabe qual o pior disso tudo eu no pode contar pros meus amigos porque vai ficar do meu lado e pensar que ela que a vil mais no,0
pessoal da bancada fox vocês de fato so muito . dois os mesmos . minha opinião . também descansados alguns para esse confronto com o bahia . forte abrão a todos . observação : banja . você muito doido . estamos junto !,0
beleza essa piada foi boa,0
o que você sugere agora ? a arma que temos o voto ( já eras ) . impeachment sim se beneficiar o congresso ( já eras ) . brasileiro que no est satisfeito no sabe o que fazer . fomos engolidos at a outra eleito .,0
"olha eu at vou , porem se me chamar pra encher o cu de álcool num bar ou na casa de algum , sou a primeira a chegar",1
"arrependida de postar , porque agora te com vontade , no tenho dinheiro e fico vendo a foto",0
grande china . aquela do elefante no buraco da agulha foi foda não milito . abramos .,1
"caralho , neurítico ! ! ! ! ! algum me presenteia kkk",0
retweeet claro que sim ! paulinha na fax,0
"odeio gente desse tipo cara , não consigo olhar na cara dela",1
"porra , toda vez que vou encaminhar algo por mensagem direta aqui no twittter pra mais de uma pessoa esqueço que cria grupo",0
"mano , como uma pessoa consegue matar uma acriana de number anos ? caralho , merece muita madeirada puta que pariu",0
"se a pessoa me manda áudio de number minutos eu mando se foder , poupe",1
"caralho , eu fico felizão mesmo de ver o futebol brasileiro evoluindo em contratas",0
eita filho da puta lindo,0
no falei com baco mas dei um salive no lo gordo bicho brabo demais !,0
fiat abrindo show . pica !,0
continuo achando o maximo o look de caralho verdade tinha compromisso hoje .,1
caralho eu to chorando,1
"anace : mete o pau nas meninas also anace : ai olha a a ultima vez que falei delas , faz sáculos ana caroline hoje :",0
minha base foda ainda debochada kkk,0
a me tem que ser bem louca pra levar o filho nisso . eu não levaria nunca,0
retweeet fui apagar umas fotos da galeria do whatsapp e achei foto que me trouxe umas lembranças que porra,0
"number repovoam a ideia . mais do que a igualmente enorme parcela dos brasileiros que repovoam a facilitado do acesso a armas . o majoritário do governo retorico , sustenta seu populismo de extrema-direita , mas suas propostas no tm respaldo social . polarizado explica ?",0
"retweeet eu me sinto sim vezes meio para , inseguro . que nem um vira-lata , sem fá no futuro !",0
fica mal pela cidade kkk,0
sua servido e submisso a bolsonaro to grande quanto a distancia daqui at a lua .,1
caralho mano sim acontece merda na minha vida se foder,1
cu eu te muito feliz,1
retweeet o amigo de vocês também manda indireta na cara de pau ? kkk auge,1
que mande um link em soltinha filé gui de arroz uma compartimentos inteirando de onde um cu paias,1
amam !,0
"toda hora da uma queda de luz , vai acabar queimando minhas coisas nessa porra",0
"retweeet eu posso comer o que quiser que a minha vai continuar intacta , isso pra poucos",0
"nunca chegue em algum e fale que a pessoa te gorda ou engordou , nossa que saco isso",0
retweeet odeio fazer barba mané puta que pariu,0
"acho que vocês lo enganados pois o momento do títulos e o melhor futebol jogado no brasil e talvez na amarica , agora o outro lado sei no hein , serie bom subiu sem ser empates , fraudes , divisas enormes e nada de títulos ou eu sou muito burro ou vocês lo de brincadeira .",1
eu tenho a sensato as vezes de que eu vim nessa vida sim pra me foder,1
mas obvio o que você esperava,0
"lastimável ! bolsonaro desrespeita a dor das famílias de vitimas da ditadura e distorce a histeria dos crimes praticados pelo estado . ao ser desmentido por documentos oficiais , altera a compósito da comissão de mortos e desaparecidos apolíticos . a neuropática no tem limites .",0
retweeet parabéns a quem já comeu o meu rabo,1
pega no meu pau,1
bom que no fojo o pinto fica parecendo que grande,1
retweeet roubando foto da na cara de pau ! !,1
eu te morto puta que pariu,1
"porra , sempre cancela em cima da hora",0
"nojo ! o povo brasileiro em sua maioria gente de bem , perdoa e de uma segunda chance sempre , mas esse individuo já vem provando a tempos que no tem concerto , um mau carter mesmo , que nem o filho o permaneceu como um bom pai ! no vale a pena dar voz para esse canalha !",1
no rola vocês duas trocarem de lugar ? ? ? ? prefiro a clara,0
economistas descobriam o motel mas no sabem pra que serve . parece a cena inicial do number la com os macacos vendo o obelisco,0
"porra , tu quer bater em mim ? tem que bater nele filho da puta",1
retweeet mulher faz igual e pior vá se foder kkk,1
"to dando risada bem da sua cara , sentando e quicando e jogando pra trs . quer mais ?",1
sim queria um calorzinho puta dia feio e frio da porra,1
de cair o cu da bunda,1
"meu pai com musica alta , minha me com liga-o no viva voz , puta que pariu que estresse",1
mostra foto melina,0
"vai pra cadeia , glenn ! pagar um hacker para invadir a conta de algum para depois editar os arquivos foi uma atitude de algum extremamente mal carter ! o parvo tinha raso ! a pf já est na sua cola !",0
retweeet entenda porque a perseguido contra os procuradores da lava jato .,0
feia onde cu,0
olha quem fala,0
povo besta da porra .,1
kkk cadê as macaca louca que hoje eu te na agressividade kkk sim cacetada,1
"essa sua viso me parece ser de algum que nunca teve essa experiência . o que no quer dizer que você no precise ter empatia . alis , seu problema deve ser esse : falta de empatia .",0
"porra , que assunto chato . os caras insistem nessa pauta . o no achou pênalti , mas number dos árbitros que comentam sobre arbitragem na televiso brasileira acharam pênalti . pronto ! próximo assunto .",0
"lavar o banheiro agora na maior palíndromo , calor do caralho",0
retweeet mais um amigo que se vai nessa vida maldita do crime eterno guina,0
"gás da bolívia teria que ser de grada para o brasil at pagar a devida que deve para petrobras que o filho da puta do fulcro deu ao menara . bolívia afirma que contrato fixa "" penalidades "" se brasil comprar menos gás",1
retweeet me deu agonia ela pegar outro pô de queijo ao invés de terminar o que ela começou a comer,0
somos o time que mais venceu o corinthians em itaquera . somos o time que mais fez gols no corinthians em itaquera a ultima vitoria de um rival dentro de itaquera foi nossa,0
caralho eu dormi umas number horas seguidas que coisa de gente imprestável,1
e o viado ontem que veio na minha prima perguntar se eu era viado também porque eu sou muito lindo kkkj,0
"feia eu sou todos os dias , mas aquela foto te igual drogada",0
algum me ajuda a convencer o merda do bocel ir no baile hoje kkk guri chato da porra,1
vasco da gama o mais pica,0
retweeet parabéns pra ministério porra number na pista muita fá em deus,1
"imprensa lixo , mentirosa , tendenciosa , parcial , estúpida e sem nenhuma credibilidade .",1
